name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai Xcent 1.1 CRDi Base,0.821428571,350000,0.086783007,1,1,1,2
Chevrolet Beat Diesel PS,0.714285714,159000,0.084303457,1,0,1,0
Maruti Swift ZXi BSIV,0.892857143,550000,0.047110209,4,0,1,0
Maruti Ritz VDi,0.75,335000,0.099180757,1,0,1,0
Tata Indigo CS Emax CNG GLX,0.785714286,185000,0.089262557,0,0,1,0
Maruti Eeco 5 STR With AC Plus HTR CNG,0.714285714,229999,0.092981882,0,0,1,0
Maruti Estilo LXI,0.785714286,225000,0.053309083,4,0,1,0
Maruti Swift VXI with ABS,0.535714286,250000,0.148771755,4,1,1,2
Tata Zest Quadrajet 1.3 XM,0.821428571,400000,0.123976256,1,1,1,0
Maruti Swift VDI BSIV,0.785714286,470000,0.202082078,1,1,1,0
Maruti Alto K10 VXI AGS Optional,0.928571429,300000,0.030993134,4,1,0,0
Maruti Alto LX,0.678571429,145000,0.030993134,4,1,1,0
Maruti SX4 Vxi BSIII,0.535714286,100000,0.111578506,4,1,1,2
Mahindra Scorpio SLE BSIV,0.785714286,500000,0.086783007,1,1,1,2
Hyundai Santro Xing GLS CNG,0.642857143,130000,0.121496706,0,1,1,2
Chevrolet Cruze LTZ,0.642857143,240000,0.101567323,1,1,1,0
Ford Figo Diesel Celebration Edition,0.75,150000,0.099180757,1,1,1,2
Renault KWID RXT Optional,0.892857143,270000,0.049589758,4,1,1,0
Maruti Swift Dzire VDI,0.785714286,400000,0.111578506,1,1,1,0
Hyundai EON Era Plus,0.714285714,200000,0.057028408,4,1,1,0
Mahindra XUV500 W6 2WD,0.714285714,550000,0.099180757,1,1,1,0
Renault KWID 1.0 RXT Optional,0.928571429,325000,0.043390884,4,1,1,0
Skoda Rapid 1.5 TDI AT Style BSIV,0.892857143,860000,0.101759489,1,1,0,0
Mahindra XUV500 W8 2WD,0.714285714,600000,0.247953751,1,1,1,0
Chevrolet Spark 1.0,0.607142857,125000,0.086783007,4,1,1,0
Maruti 800 AC,0.285714286,60000,0.049589758,4,1,1,4
Chevrolet Tavera Neo 3 10 Seats BSIV,0.642857143,300000,0.148771755,1,1,1,4
Ford Fiesta 1.6 ZXi Duratec,0.535714286,190000,0.074385258,4,1,1,4
Maruti Ertiga VDI,0.75,400000,0.136374005,1,1,1,0
Tata Manza Aura Quadrajet BS IV,0.678571429,260000,0.120256931,1,1,1,2
Maruti Swift VVT VXI,0.892857143,400000,0.037192009,4,1,1,0
Hyundai i20 Sportz Petrol,0.642857143,250000,0.049589758,4,1,1,0
Hyundai Grand i10 1.2 Kappa Asta,0.964285714,600000,0.01239651,4,1,1,0
Maruti Zen Estilo VXI BSIV,0.642857143,175000,0.064525327,4,1,1,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,0.678571429,450000,0.247953751,1,1,1,4
Tata Tiago 1.2 Revotron XZA,0.964285714,350000,0.018595385,4,1,0,2
Maruti Vitara Brezza ZDi,0.928571429,800000,0.061987508,1,1,1,0
Maruti Swift VXI BSIII,0.678571429,250000,0.086783007,4,1,1,2
Maruti Swift VXI BSIV,0.964285714,600000,0.01239651,4,1,1,0
Maruti Swift VDI BSIV,0.892857143,600000,0.111578506,1,1,1,0
Maruti Alto 800 LXI,0.857142857,130000,0.049589758,4,1,1,0
Maruti Wagon R LXI,0.5,90000,0.076875965,4,1,1,2
Hyundai i20 Active 1.2 S,0.892857143,595000,0.041035311,4,1,1,2
Hyundai EON Era Plus,0.785714286,190000,0.049589758,4,1,1,2
Hyundai Santro GLS I - Euro I,0.25,50000,0.148771755,4,1,1,2
Maruti Wagon R LXI Minor,0.535714286,95000,0.099180757,4,1,1,0
Tata Safari Storme VX,0.857142857,1000000,0.086783007,1,1,1,0
Mahindra Scorpio REV 116,0.5,220000,0.272749251,4,1,1,2
Mahindra Bolero SLX,0.642857143,400000,0.061987508,1,1,1,0
Datsun GO Plus A,0.821428571,315000,0.055788633,4,1,1,2
Toyota Fortuner 4x4 MT,0.785714286,1000000,0.136374005,1,1,1,0
Ford Ecosport 1.5 DV5 MT Titanium,0.785714286,500000,0.060747733,1,1,1,0
Mahindra XUV500 W11 AT BSIV,0.928571429,1600000,0.043390884,1,1,0,0
Mahindra Supro VX 8 Str,0.892857143,500000,0.198362753,1,1,1,0
Maruti Alto LX,0.535714286,70000,0.223158252,4,1,1,4
Maruti 800 AC,0.535714286,105000,0.074385258,4,1,1,2
Ford Endeavour 2.5L 4X2 MT,0.571428571,400000,0.136374005,1,1,1,4
Maruti Wagon R LXI,0.428571429,80000,0.074385258,4,1,1,4
Maruti Alto 800 VXI,0.857142857,300000,0.037192009,4,1,1,0
Mahindra KUV 100 D75 K2,0.892857143,409999,0.049589758,1,1,1,0
Maruti Swift Glam,0.607142857,250000,0.086783007,4,1,1,0
Tata New Safari DICOR 2.2 EX 4x2,0.642857143,250000,0.148771755,1,1,1,2
Maruti Swift Dzire VDI,0.714285714,215000,0.099180757,1,1,1,4
Toyota Fortuner 4x4 MT,0.821428571,1400000,0.148771755,1,1,1,0
Honda Brio 1.2 VX MT,0.928571429,475000,0.024794259,4,1,1,0
Honda Brio 1.2 VX MT,0.928571429,475000,0.027273809,4,1,1,0
Chevrolet Spark 1.0 LS,0.571428571,75000,0.043390884,4,1,1,2
Chevrolet Sail Hatchback LS ABS,0.75,200000,0.148771755,1,1,1,2
Tata Tiago NRG Petrol,0.964285714,575000,0.00991696,4,1,1,0
Maruti Ritz VDi,0.678571429,150000,0.049589758,1,1,1,2
Maruti Vitara Brezza ZDi Plus,0.928571429,850000,0.01239651,1,1,1,0
Hyundai Santro Era,0.964285714,350000,0.037192009,4,1,1,0
Ford Endeavour 2.5L 4X2 MT,0.678571429,550000,0.066946608,1,1,1,2
Hyundai Verna 1.4 VTVT,0.892857143,330000,0.099896107,4,1,1,0
Honda City i-DTEC V,0.892857143,1044999,0.030993134,1,1,1,0
Hyundai Verna 1.6 CRDI,0.678571429,300000,0.158070067,1,1,1,2
Hyundai EON D Lite Plus,0.821428571,235000,0.050709275,4,0,1,0
Ford Figo Petrol Titanium,0.678571429,120000,0.074385258,4,1,1,4
Maruti Wagon R VXI,0.428571429,130000,0.057028408,4,1,1,0
Ford Endeavour 4x4 XLT,0.428571429,275000,0.027630864,1,0,1,2
Volkswagen Jetta 2.0 TDI Trendline,0.678571429,270000,0.223158252,1,1,1,2
Volkswagen Polo 1.5 TDI Highline,0.821428571,500000,0.037192009,1,1,1,2
Hyundai Grand i10 Sportz,0.821428571,400000,0.076480477,4,0,1,0
Hyundai i20 Asta 1.2,0.821428571,600000,0.079944408,4,0,1,0
Audi Q5 2.0 TDI,0.714285714,1350000,0.111578506,1,1,0,2
Renault Duster 85PS Diesel RxE,0.75,400000,0.094191902,1,0,1,2
Ford Figo Diesel Titanium,0.678571429,220000,0.086783007,1,1,1,2
Honda Brio E MT,0.714285714,300000,0.106572295,4,0,1,2
Maruti Omni E MPI STD BS IV,0.928571429,250000,0.148771755,4,1,1,0
Honda Mobilio V i DTEC,0.821428571,600000,0.148771755,1,1,1,0
Honda Brio S Option AT,0.714285714,285000,0.092981882,4,1,0,2
Honda Accord 2.4 MT,0.607142857,350000,0.070709325,4,0,1,0
Mahindra Bolero SLX,0.678571429,170000,0.086783007,1,1,1,4
Ford Figo 1.2P Ambiente MT,0.821428571,229999,0.055788633,4,1,1,0
Mahindra XUV500 W6 2WD,0.75,500000,0.089391494,1,0,1,2
Tata Nano Lx,0.678571429,75000,0.018595385,4,1,1,0
Hyundai i20 Active 1.2 SX,0.857142857,600000,0.037192009,4,1,1,0
Tata Indigo LS Dicor,0.678571429,220000,0.099180757,1,1,1,0
Tata Indica Vista Terra 1.4 TDI,0.607142857,150000,0.203321853,1,1,1,2
Maruti Alto LX,0.5,65000,0.154275116,4,1,1,2
Maruti Zen VXI,0.5,120000,0.095461432,4,1,1,2
Maruti Swift Dzire VDI,0.785714286,240000,0.111578506,1,1,1,0
Renault KWID 1.0 RXT Optional,0.892857143,390000,0.037192009,4,1,1,0
Chevrolet Beat LS,0.714285714,180000,0.061987508,4,1,1,0
Maruti Swift VDI,0.714285714,320000,0.099180757,1,1,1,2
Maruti Alto 800 LXI,0.928571429,310000,0.006197635,4,1,1,0
Maruti Wagon R AMT VXI,0.928571429,420000,0.029753359,4,1,0,0
Tata Tiago NRG Petrol,0.964285714,550000,0.01239651,4,1,1,0
Maruti Ertiga SHVS VDI,0.857142857,550000,0.096701207,1,1,1,4
Mahindra TUV 300 T4 Plus,0.928571429,760000,0.061987508,1,1,1,0
Maruti 800 AC BSII,0.321428571,43000,0.123976256,4,1,1,2
Maruti Omni MPI STD BSIV,0.928571429,250000,0.024794259,4,1,1,0
Hyundai Santro Magna BSIV,0.964285714,500000,0.001548479,4,1,1,0
Tata Zest Revotron 1.2 XT,0.821428571,380000,0.02126338,4,1,1,0
Mahindra XUV500 W11 Option AT AWD,0.964285714,1850000,0.006197635,1,1,0,0
Volkswagen Polo Diesel Trendline 1.2L,0.714285714,350000,0.095461432,1,1,1,0
Hyundai Verna CRDi,0.571428571,195000,0.111578506,1,1,1,2
Chevrolet Beat LS,0.678571429,225000,0.099180757,4,1,1,2
Toyota Innova 2.5 G (Diesel) 7 Seater,0.821428571,1125000,0.080584132,1,1,1,0
Tata Indica Vista Quadrajet LX,0.678571429,133000,0.099180757,1,1,1,0
Hyundai EON Era Plus,0.75,200000,0.029759558,4,1,1,0
Maruti Vitara Brezza ZDi Plus,0.928571429,940000,0.024794259,1,1,1,0
Renault Duster 85PS Diesel RxL,0.785714286,400000,0.148771755,1,1,1,0
Hyundai i10 Era 1.1,0.607142857,120000,0.148771755,4,1,1,2
Maruti Swift Dzire ZDI,0.821428571,625000,0.099180757,1,1,1,0
Maruti Swift 1.3 VXi,0.464285714,110000,0.099180757,4,1,1,0
Renault Duster 110PS Diesel RxZ,0.714285714,490000,0.123976256,1,1,1,0
Maruti Alto LX,0.607142857,140000,0.148771755,4,1,1,2
Ford Figo Diesel ZXI,0.678571429,175000,0.184725229,1,1,1,2
Maruti Wagon R LXI BSIII,0.464285714,90000,0.080584132,4,1,1,2
Maruti Swift Ldi BSIV,0.607142857,275000,0.123976256,1,1,1,2
Volkswagen Vento Diesel Highline,0.678571429,300000,0.080584132,1,1,1,2
Datsun GO Plus T Option BSIV,0.928571429,270000,0.023554484,4,1,1,2
Chevrolet Beat LT,0.642857143,130000,0.099180757,4,1,1,2
Maruti Alto K10 VXI Airbag,0.821428571,275000,0.037192009,4,1,1,0
Maruti Swift VDI,0.714285714,352000,0.13513423,1,1,1,0
Hyundai EON LPG Magna Plus,0.714285714,180000,0.111578506,3,1,1,0
Maruti Alto LX,0.714285714,150000,0.111578506,4,1,1,0
Volkswagen Vento Diesel Highline,0.678571429,300000,0.080584132,1,1,1,2
Maruti Swift Vdi BSIII,0.642857143,300000,0.136374005,1,1,1,2
Mahindra Bolero DI DX 7 Seater,0.535714286,225000,0.148771755,1,1,1,0
Honda Mobilio V i DTEC,0.785714286,600000,0.054548858,1,1,1,0
Maruti Ertiga BSIV ZXI,0.821428571,500000,0.099180757,4,1,1,0
Honda BR-V i-VTEC S MT,0.928571429,900000,0.006197635,4,1,1,0
Hyundai i20 Magna 1.2,0.857142857,600000,0.075625033,4,1,1,0
Toyota Etios VD,0.678571429,450000,0.123976256,1,1,1,2
Hyundai i10 Era 1.1,0.607142857,270000,0.034257462,4,1,1,0
Maruti Swift Vdi BSIII,0.642857143,310000,0.123976256,1,1,1,4
Hyundai Santro Xing GLS Audio LPG,0.714285714,250000,0.123976256,3,1,1,0
Ford Figo 1.2P Titanium MT,0.964285714,700000,0.015602568,4,0,1,0
Fiat Avventura Urban Cross 1.3 Multijet Emotion,0.928571429,650000,0.04721311,1,0,1,0
Ford Figo Diesel ZXI,0.714285714,400000,0.068593029,1,0,1,0
Ford Figo Diesel Titanium,0.714285714,425000,0.101204069,1,0,1,0
Ford Aspire Titanium Diesel BSIV,0.857142857,600000,0.192413073,1,0,1,0
Ford EcoSport 1.5 TDCi Titanium BSIV,0.75,600000,0.115648687,1,0,1,0
Maruti Swift Ldi BSIII,0.607142857,300000,0.27010977,1,0,1,0
Ford Fiesta Classic 1.4 Duratorq CLXI,0.714285714,450000,0.111783069,1,0,1,0
Ford Ecosport 1.5 DV5 MT Titanium,0.785714286,750000,0.125840877,1,0,1,0
Ford Figo Titanium Diesel BSIV,0.642857143,325000,0.106640483,1,0,1,2
Mahindra XUV500 W8 2WD,0.75,900000,0.105424263,1,0,1,2
Ford Ikon 1.3L Rocam Flair,0.5,180000,0.112924902,4,0,1,2
Fiat Punto 1.3 Emotion,0.75,350000,0.198677656,1,0,1,2
Ford EcoSport 1.5 TDCi Titanium BSIV,0.75,600000,0.15562895,1,0,1,2
Honda WR-V i-DTEC V,0.964285714,900000,0.074385258,1,1,1,0
Skoda Laura L n K 1.9 PD,0.5,350000,0.123976256,1,1,1,0
Maruti Ritz LDi,0.75,280000,0.111578506,1,1,1,4
Mahindra Xylo D2,0.607142857,225000,0.148771755,1,1,1,2
Honda City i DTEC S,0.785714286,520000,0.101660307,1,1,1,0
Mahindra Scorpio 1.99 S4,0.857142857,509999,0.074385258,1,1,1,0
Maruti Baleno Alpha 1.2,0.964285714,556000,0.029753359,4,1,1,0
Tata Indigo Grand Dicor,0.785714286,225000,0.148771755,1,1,1,0
Honda Amaze EX i-Dtech,0.75,325000,0.080584132,1,0,1,0
Maruti Swift VDI,0.75,365000,0.080584132,1,0,1,0
Hyundai Creta 1.6 CRDi SX Plus,0.821428571,850000,0.104139857,1,0,1,0
Toyota Etios GD SP,0.75,350000,0.092981882,1,0,1,0
Maruti Swift VDI,0.535714286,225000,0.061987508,1,0,1,0
Maruti Alto LX,0.678571429,135000,0.061987508,4,1,1,0
Maruti Wagon R LXI Minor,0.535714286,140000,0.060747733,4,0,1,0
Maruti SX4 S Cross DDiS 320 Delta,0.857142857,665000,0.694272736,1,0,1,0
Renault KWID RXT,0.821428571,275000,0.017808127,4,0,1,0
Toyota Fortuner 2.8 4WD AT BSIV,0.892857143,2750000,0.050829533,1,1,0,0
Hyundai Verna 1.6 SX,0.75,484999,0.080584132,1,0,1,0
Maruti Ciaz VDi Option SHVS,0.821428571,565000,0.080584132,1,0,1,0
Maruti Swift Dzire VDI,0.75,425000,0.075727934,1,0,1,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,0.75,925000,0.092981882,1,1,1,0
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,0.714285714,565000,0.089262557,1,0,1,0
Renault Duster 110PS Diesel RxL,0.785714286,525000,0.080584132,1,0,1,0
Hyundai Tucson 2.0 e-VGT 2WD MT,0.892857143,1650000,0.068186383,1,0,1,0
Hyundai EON Era Plus,0.821428571,295000,0.026034034,4,0,1,2
Jaguar XF 5.0 Litre V8 Petrol,0.714285714,2050000,0.082273946,4,0,0,2
Hyundai Creta 1.6 VTVT AT SX Plus,0.928571429,1475000,0.014504127,4,0,0,0
Hyundai Verna VTVT 1.6 AT SX Option,0.892857143,1100000,0.01239651,4,1,0,0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,0.785714286,4400000,0.123976256,1,1,0,2
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Volkswagen Polo GTI,0.892857143,850000,0.024794259,4,0,0,2
Renault Pulse RxL,0.821428571,390000,0.076350301,1,2,1,0
Maruti Celerio VXI AMT BSIV,0.857142857,450000,0.04886449,4,2,0,2
Honda Brio V MT,0.785714286,425000,0.036763047,4,2,1,0
Maruti Baleno Alpha 1.3,0.857142857,770000,0.080177486,1,2,1,0
Hyundai Creta 1.6 SX Automatic Diesel,0.821428571,1150000,0.067732625,1,2,0,2
Honda City i VTEC V,0.821428571,775000,0.08246983,4,2,1,0
Toyota Innova Crysta 2.4 GX AT,0.928571429,1725000,0.029721125,1,0,0,2
BMW 3 Series 320d Luxury Line,0.857142857,2150000,0.053309083,1,0,0,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Hyundai i20 Sportz 1.2,0.75,350000,0.061987508,4,1,1,2
Maruti Alto 800 LXI,0.785714286,114999,0.037192009,4,1,1,0
Hyundai i20 Sportz 1.2,0.75,380000,0.061987508,4,1,1,2
Maruti Gypsy E MG410W ST,0.107142857,95000,0.123976256,4,1,1,2
Mahindra Scorpio 1.99 S6 Plus,0.857142857,900000,0.043390884,1,1,1,0
Chevrolet Beat LT,0.714285714,200999,0.111578506,4,1,1,2
Maruti Omni E MPI STD BS IV,0.785714286,229999,0.014195423,4,1,1,0
Tata Nexon 1.5 Revotorq XZ,0.964285714,800000,0.074385258,1,1,1,0
Mahindra Verito 1.5 D4 BSIV,0.714285714,150000,0.213240053,1,1,1,2
Maruti Swift VDI,0.928571429,600000,0.074385258,1,1,1,0
Chevrolet Tavera LS B3 7 Seats BSII,0.464285714,150000,0.185965004,1,1,1,0
Chevrolet Optra Magnum 2.0 LS,0.607142857,150000,0.081823907,1,1,1,0
Maruti Eeco 5 Seater Standard BSIV,0.964285714,380000,0.006197635,4,1,1,0
Maruti Swift 1.3 VXi,0.5,80000,0.082453713,4,1,1,2
Honda Civic 1.8 MT Sport,0.535714286,225000,0.068186383,4,1,1,2
Tata Nano Lx BSIV,0.714285714,75000,0.037068031,4,1,1,0
Tata Hexa XT 4X4,0.892857143,1600000,0.003718085,1,1,1,0
Tata Indica Vista Quadrajet VX,0.714285714,185000,0.105379631,1,1,1,0
Mahindra Scorpio 2.6 CRDe SLE,0.678571429,425000,0.061987508,1,1,1,0
Tata Indica Vista Aqua 1.4 TDI,0.642857143,100000,0.148771755,1,1,1,2
Maruti Zen Estilo LXI BSIII,0.571428571,140000,0.111578506,4,1,1,4
Maruti Swift Dzire AMT ZXI Plus BS IV,0.892857143,710000,0.00991696,4,1,0,0
Honda Amaze S AT i-Vtech,0.821428571,450000,0.009792982,4,1,0,0
Datsun RediGO T Option,0.892857143,210000,0.061987508,4,1,1,0
Maruti Alto K10 VXI,0.857142857,270000,0.030993134,4,1,1,0
Maruti Alto LXi,0.607142857,110000,0.024794259,4,1,1,0
Maruti Swift VXI,0.928571429,540000,0.021694822,4,1,1,0
Mahindra Renault Logan 1.4 GLX Petrol,0.571428571,145000,0.030993134,4,1,1,0
Tata Safari Storme VX,0.75,360000,0.256012289,1,1,1,0
Hyundai i10 Magna LPG,0.75,250000,0.109842821,3,1,1,0
Tata Venture EX,0.714285714,110000,0.099180757,1,1,1,0
Chevrolet Captiva LT,0.571428571,250000,0.123976256,1,1,1,1
Ford Fiesta Classic 1.4 Duratorq CLXI,0.678571429,150000,0.230596902,1,1,1,2
Chevrolet Aveo U-VA 1.2 LS,0.642857143,140000,0.074385258,4,1,1,0
Maruti Ciaz Zeta BSIV,0.964285714,925000,0.013636285,4,1,1,0
Tata Hexa XM,0.892857143,969999,0.037192009,1,1,1,0
Hyundai Santro Xing GL PLUS CNG,0.535714286,90000,0.099180757,0,1,1,4
Hyundai Santro GLS I - Euro I,0.321428571,55000,0.074385258,4,1,1,4
Hyundai Verna CRDi,0.535714286,155000,0.123976256,1,1,1,1
Mahindra Thar CRDe ABS,0.964285714,900000,0.018595385,1,1,1,0
Maruti Alto K10 2010-2014 VXI,0.678571429,135000,0.111578506,4,1,1,0
Maruti 800 AC,0.714285714,180000,0.148771755,4,1,1,0
Hyundai Verna 1.6 SX,0.75,495000,0.123976256,1,1,1,2
Toyota Innova 2.5 V Diesel 8-seater,0.607142857,400000,0.171087704,1,1,1,4
Hyundai Verna CRDi,0.571428571,250000,0.136374005,1,1,1,2
Maruti Alto K10 LXI,0.821428571,138000,0.148771755,4,1,1,1
Honda City 1.5 V AT,0.678571429,311000,0.086783007,4,1,0,2
Maruti Alto 800 VXI,0.821428571,190000,0.086783007,4,1,1,0
Mahindra Bolero SLX,0.678571429,311000,0.173567254,1,1,1,0
Maruti Ritz LXI,0.607142857,300000,0.018595385,4,1,1,0
Honda Jazz VX,0.928571429,600000,0.024794259,4,1,1,0
Mahindra Scorpio SLE BSIII,0.607142857,550000,0.123976256,1,1,1,0
Skoda Rapid 1.6 MPI AT Elegance Plus,0.821428571,600000,0.086783007,4,1,0,0
Maruti Alto 800 VXI,0.928571429,195000,0.006197635,4,1,1,0
Tata Nano LX,0.75,58000,0.034680225,4,1,1,0
Maruti Alto 800 VXI,0.928571429,183000,0.049589758,4,1,1,0
Maruti Zen Estilo 1.1 VXI BSIII,0.535714286,95000,0.099180757,4,1,1,0
Maruti Wagon R LX Minor,0.75,250000,0.047110209,4,1,1,0
Maruti Wagon R LX Minor,0.75,250000,0.047110209,4,1,1,0
Tata Zest Revotron 1.2 XT,0.785714286,400000,0.043390884,4,1,1,0
Hyundai Verna 1.6 SX CRDi (O),0.714285714,409999,0.074385258,1,1,1,2
Skoda Octavia Classic 1.9 TDI MT,0.428571429,120000,0.148771755,1,1,1,2
Maruti Swift AMT VXI,0.928571429,600000,0.022314709,4,1,0,0
Honda Amaze SX i-VTEC,0.857142857,600000,0.01239651,4,1,1,0
Mahindra XUV500 W6 2WD,0.821428571,825000,0.111578506,1,1,1,4
Toyota Etios GD,0.857142857,625000,0.099180757,1,1,1,2
Hyundai Grand i10 Nios Magna CRDi,1,700000,0.001734445,1,1,1,0
Chevrolet Beat LS,0.678571429,160000,0.074385258,4,1,1,0
Maruti Alto LX,0.678571429,114999,0.074385258,4,1,1,4
